Source Name,Source URL,Name,URL
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and President Rivlin of the State of Israel Before Bilateral Meeting,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/06/28/remarks-by-president-biden-and-president-rivlin-of-the-state-of-israel-before-bilateral-meeting/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and President Mohammad Ashraf Ghani of the Islamic Republic of Afghanistan Before Bilateral Meeting,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/06/25/remarks-by-president-biden-and-president-mohammad-ashraf-ghani-of-the-islamic-republic-of-afghanistan-before-bilateral-meeting/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Commemorating LGBTQ+ Pride Month,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/06/25/remarks-by-president-biden-commemorating-lgbtq-pride-month/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in Bill Signing of H.R. 49 to Designate the National Pulse Memorial into Law,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/06/25/remarks-by-president-biden-in-bill-signing-of-h-r-49-to-designate-the-national-pulse-memorial-into-law/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Press Briefing by Press Secretary Jen Psaki, July 6, 2021",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/06/press-briefing-by-press-secretary-jen-psaki-july-6-2021/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the COVID-⁠19 Response and the Vaccination Program,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/06/remarks-by-president-biden-on-the-covid-19-response-and-the-vaccination-program-6/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Celebrating Independence Day and Independence from COVID-⁠19,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/05/remarks-by-president-biden-celebrating-independence-day-and-independence-from-covid-19/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden After Visiting King Orchards,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/03/remarks-by-president-biden-after-visiting-king-orchards/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in a Naturalization Ceremony with Essential Workers and Military Service Members,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/02/remarks-by-president-biden-in-a-naturalization-ceremony-with-essential-workers-and-military-service-members/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at the 2021 National Education Association Annual Meeting,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/02/remarks-by-president-biden-at-the-2021-national-education-association-annual-meeting/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden Honoring the 2020 World Series Champions, the Los Angeles Dodgers",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/02/remarks-by-president-biden-honoring-the-2020-world-series-champions-the-los-angeles-dodgers/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the June Jobs Report,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/02/remarks-by-president-biden-on-the-june-jobs-report/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Surfside Condo Collapse,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/01/remarks-by-president-biden-on-the-surfside-condo-collapse/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden Before a Command Briefing from Incident Commander Mayor Daniella Levine Cava, Governor Ron DeSantis, Local Leaders, and First Responders",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/01/remarks-by-president-biden-before-a-command-briefing-from-incident-commander-mayor-daniella-levine-cava-governor-ron-desantis-local-leaders-and-first-responders/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris at a Vaccine Mobilization Event,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/12/remarks-by-vice-president-harris-at-a-vaccine-mobilization-event/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris Before Air Force Two Departure,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/12/remarks-by-vice-president-harris-before-air-force-two-departure/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Air Force One Departure,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/09/remarks-by-president-biden-before-air-force-one-departure-5/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Background Press Call By Senior Administration Officials On President Biden’s Call With President Putin of Russia,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/09/background-press-call-by-senior-administration-officials-on-president-bidens-call-with-president-putin-of-russia/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden At Signing of An Executive Order Promoting Competition in the American Economy,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/09/remarks-by-president-biden-at-signing-of-an-executive-order-promoting-competition-in-the-american-economy/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris at the National Association of Counties Annual Conference,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/09/remarks-by-vice-president-harris-at-the-national-association-of-counties-annual-conference/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Drawdown of U.S. Forces in Afghanistan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/08/remarks-by-president-biden-on-the-drawdown-of-u-s-forces-in-afghanistan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Benefits of the Build Back Better Agenda for Working Families,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/07/remarks-by-president-biden-on-the-benefits-of-the-build-back-better-agenda-for-working-families/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden During a Tour of McHenry County College,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/07/remarks-by-president-biden-during-a-tour-of-mchenry-county-college/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Marine One Departure,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/07/remarks-by-president-biden-before-marine-one-departure-4/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden and His Majesty King Abdullah II ibn Al Hussein, King of the Hashemite Kingdom of Jordan, Before Bilateral Meeting",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/19/remarks-by-president-biden-and-his-majesty-king-abdullah-ii-ibn-al-hussein-king-of-the-hashemite-kingdom-of-jordan-before-bilateral-meeting/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Economy,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/19/remarks-by-president-biden-on-the-economy-3/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and Chancellor Merkel of the Federal Republic of Germany in Press Conference,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/15/remarks-by-president-biden-and-chancellor-merkel-of-the-federal-republic-of-germany-in-press-conference/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden to Mark the Day That Tens of Millions of Families Will Get Their First Monthly Child Tax Credit Relief Payments Thanks to the American Rescue Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/15/remarks-by-president-biden-to-mark-the-day-that-tens-of-millions-of-families-will-get-their-first-monthly-child-tax-credit-relief-payments-thanks-to-the-american-rescue-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before a Meeting with Bipartisan Governors and Mayors to Discuss the Bipartisan Infrastructure Framework,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/14/remarks-by-president-biden-before-a-meeting-with-bipartisan-governors-and-mayors-to-discuss-the-bipartisan-infrastructure-framework/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris Before Meeting with Disabilities Advocates to Discuss Voting Rights,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/14/remarks-by-vice-president-harris-before-meeting-with-disabilities-advocates-to-discuss-voting-rights/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden on Protecting the Sacred, Constitutional Right to Vote",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/13/remarks-by-president-biden-on-protecting-the-sacred-constitutional-right-to-vote/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris at “Whitmer for Michigan” Finance Event,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/13/remarks-by-vice-president-harris-at-whitmer-for-michigan-finance-event/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris During a Voting Rights Listening Session,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/12/remarks-by-vice-president-harris-during-a-voting-rights-listening-session/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Discussing His Administration’s Comprehensive Strategy to Reduce Gun Crimes,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/12/remarks-by-president-biden-discussing-his-administrations-comprehensive-strategy-to-reduce-gun-crimes/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Celebrating the 31st Anniversary of the Americans with Disabilities Act,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/26/remarks-by-president-biden-celebrating-the-31st-anniversary-of-the-americans-with-disabilities-act/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at Campaign Event for Virginia Gubernatorial Candidate Terry McAuliffe,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/24/remarks-by-president-biden-at-campaign-event-for-virginia-gubernatorial-candidate-terry-mcauliffe/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before a Meeting With Business and Labor Leaders,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/22/remarks-by-president-biden-before-a-meeting-with-business-and-labor-leaders/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden at Signing of H.R. 1652, the VOCA Fix to Sustain the Crime Victims Fund Act of 2021",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/22/remarks-by-president-biden-at-signing-of-h-r-1642-the-voca-fix-to-sustain-the-crime-victims-fund-act-of-2021/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden After Marine One Arrival,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/22/remarks-by-president-biden-after-marine-one-arrival-4/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Air Force One Departure,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/22/remarks-by-president-biden-before-air-force-one-departure-6/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in a CNN Town Hall with Don Lemon,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/22/remarks-by-president-biden-in-a-cnn-town-hall-with-don-lemon/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris Before Meeting with Poll Workers and Election Officials,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/21/remarks-by-vice-president-harris-before-meeting-with-poll-workers-and-election-officials/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Cabinet Meeting to Mark Six Months in Office,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/20/remarks-by-president-biden-before-cabinet-meeting-to-mark-six-months-in-office/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden Honoring the Super Bowl LV Champions, the Tampa Bay Buccaneers",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/20/remarks-by-president-biden-honoring-the-super-bowl-lv-champions-the-tampa-bay-buccaneers/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at a Virtual Fundraising Reception for the Democratic National Committee,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/02/remarks-by-president-biden-at-a-virtual-fundraising-reception-for-the-democratic-national-committee/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Marine One Departure,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/30/remarks-by-president-biden-before-marine-one-departure-6/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at Meeting with Cuban American Leaders,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/30/remarks-by-president-biden-at-meeting-with-cuban-american-leaders/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and Vice President Harris in Virtual Meeting with Governors on Wildfires,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/30/remarks-by-president-biden-and-vice-president-harris-in-virtual-meeting-with-governors-on-wildfires/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Marine One Departure,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/29/remarks-by-president-biden-before-marine-one-departure-5/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Laying Out the Next Steps in Our Effort to Get More Americans Vaccinated and Combat the Spread of the Delta Variant,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/29/remarks-by-president-biden-laying-out-the-next-steps-in-our-effort-to-get-more-americans-vaccinated-and-combat-the-spread-of-the-delta-variant/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Importance of American Manufacturing,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/28/remarks-by-president-biden-on-the-importance-of-american-manufacturing/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at the Office of the Director of National Intelligence,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/27/remarks-by-president-biden-at-the-office-of-the-director-of-national-intelligence/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris to the National Bar Association,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/27/remarks-by-vice-president-harris-to-the-national-bar-association/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris Before a Meeting on Native American Voting Rights,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/07/27/remarks-by-vice-president-harris-before-a-meeting-on-native-american-voting-rights/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden Before a Briefing from the FEMA Administrator, Homeland Security, and COVID-⁠19 Response Teams",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/10/remarks-by-president-biden-before-a-briefing-from-the-fema-administrator-homeland-security-and-covid-19-response-teams/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Senate Passage of the Bipartisan Infrastructure Investment and Jobs Act,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/10/remarks-by-president-biden-on-the-senate-passage-of-the-bipartisan-infrastructure-investment-and-jobs-act/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and First Lady Jill Biden in a Virtual Meeting with Team USA Members Who Competed in the Tokyo 2020 Olympic Games,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/08/remarks-by-president-biden-and-first-lady-jill-biden-in-a-virtual-meeting-with-team-usa-members-who-competed-in-the-tokyo-2020-olympic-games/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the July Jobs Report,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/06/remarks-by-president-biden-on-the-july-jobs-report/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden at Signing of H.R. 3325, Awarding Congressional Gold Medals to Those Who Protected the U.S. Capitol on January 6",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/05/remarks-by-president-biden-at-signing-of-h-r-3325-awarding-congressional-gold-medals-to-those-who-protected-the-u-s-capitol-on-january-6/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on Strengthening American Leadership on Clean Cars and Trucks,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/05/remarks-by-president-biden-on-strengthening-american-leadership-on-clean-cars-and-trucks/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden in Meeting with Asian American, Native Hawaiian, and Pacific Islander Civil Rights Leaders",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/05/remarks-by-president-biden-in-meeting-with-asian-american-native-hawaiian-and-pacific-islander-civil-rights-leaders/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on Fighting the COVID-⁠19 Pandemic,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/03/remarks-by-president-biden-on-fighting-the-covid-19-pandemic/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden at a Meeting with Latino Community Leaders to Discuss His Economic Agenda, Immigration Reform, and the Need to Protect the Sacred, Constitutional Right to Vote",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/03/remarks-by-president-biden-at-a-meeting-with-latino-community-leaders-to-discuss-his-economic-agenda-immigration-reform-and-the-need-to-protect-the-sacred-constitutional-right-to-vote/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at a Virtual Fundraising Reception for the Democratic National Committee,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/02/remarks-by-president-biden-at-a-virtual-fundraising-reception-for-the-democratic-national-committee/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris on the Indo-Pacific Region,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/24/remarks-by-vice-president-harris-on-the-indo-pacific-region/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden Welcoming the WNBA Champions, the Seattle Storm",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/23/remarks-by-president-biden-welcoming-the-wnba-champions-the-seattle-storm/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the COVID-⁠19 Response and the Vaccination Program,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/23/remarks-by-president-biden-on-the-covid-19-response-and-the-vaccination-program-7/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on Tropical Storm Henri and the Evacuation Operation in Afghanistan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/22/remarks-by-president-biden-on-tropical-storm-henri-and-the-evacuation-operation-in-afghanistan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on Evacuations in Afghanistan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/20/remarks-by-president-biden-on-evacuations-in-afghanistan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on Fighting the COVID-⁠19 Pandemic,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/18/remarks-by-president-biden-on-fighting-the-covid-19-pandemic-2/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on Afghanistan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/16/remarks-by-president-biden-on-afghanistan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on How His Build Back Better Agenda Will Lower Prescription Drug Prices,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/12/remarks-by-president-biden-on-how-his-build-back-better-agenda-will-lower-prescription-drug-prices/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at Virtual Meeting with Elected Officials to Discuss the Importance of the Infrastructure Investment and Jobs Act,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/12/remarks-by-president-biden-at-virtual-meeting-with-elected-officials-to-discuss-the-importance-of-the-infrastructure-investment-and-jobs-act/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Build Back Better Agenda,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/08/11/remarks-by-president-biden-on-the-build-back-better-agenda/
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-46-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-21-46-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-46-LL,https://www.sigar.mil/LessonsLearned/interactive-reports/what-we-need-to-learn/index.html
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-46-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-21-46-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-41-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-21-41-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-41-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-21-41-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-18-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-21-18-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-18-LL,https://www.sigar.mil/LessonsLearned/interactive-reports/gender-equality/index.html
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-18-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-21-18-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-16-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-21-16-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-16-LL,https://www.sigar.mil/LessonsLearned/interactive-reports/elections/index.html
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-21-16-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-21-16-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-19-58-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-19-58-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-19-58-LL,https://www.sigar.mil/LessonsLearned/interactive-reports/reintegration/index.html
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-19-58-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-19-58-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-19-39-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-19-39-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-19-39-LL,https://www.sigar.mil/LessonsLearned/interactive-reports/divided-responsibility/index.html
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-19-39-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-19-39-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-18-52-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-18-52-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-18-52-LL,https://www.sigar.mil/LessonsLearned/interactive-reports/counternarcotics/index.html
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-18-52-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-18-52-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-18-48-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-18-48-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-18-48-LL,https://www.sigar.mil/LessonsLearned/interactive-reports/stabilization/index.html
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-18-48-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-18-48-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-18-38-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-18-38-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-18-38-LL,https://www.sigar.mil/LessonsLearned/interactive-reports/private-sector-development-and-economic-growth/index.html
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-18-38-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-18-38-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-17-62-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-17-62-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-17-62-LL,https://www.sigar.mil/LessonsLearned/interactive-reports/reconstructing-the-andsf/index.html
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-17-62-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-17-62-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-16-59-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-16-59-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-16-58-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-16-58-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-16-58-LL,https://www.sigar.mil/LessonsLearned/interactive-reports/corruption-in-conflict/index.html
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-16-58-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-16-58-LL-Executive-Summary.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,SIGAR-17-15-LL,https://www.sigar.mil/LessonsLearned/pdf/lessonslearned/SIGAR-17-15-LL.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,"July 30, 2021 Quarterly Report to Congress",https://www.sigar.mil/pdf/quarterlyreports/2021-07-30qr.pdf
SIGAR Reports,https://www.sigar.mil/allreports/index.aspx?SSR=5,"April 30, 2021 Quarterly Report to Congress",https://www.sigar.mil/pdf/quarterlyreports/2021-04-30qr.pdf
